State,Code,Year,Total Crimes,Total Property Crime Count,Burglary,Larceny,Motor,Total Violent Crime Count,Assault,Murder,Rape,Robbery
Montana,MT,2000,35005,32198,3624,26678,1896,2807,2276,20,308,203
Montana,MT,2001,33362,30175,3670,24684,1821,3187,2735,34,188,230
Montana,MT,2002,31948,28751,3289,23679,1783,3197,2661,16,237,283
Montana,MT,2003,31779,28428,3722,22800,1906,3351,2777,30,246,298
Montana,MT,2004,29938,27215,3515,22082,1618,2723,2187,30,273,233
Montana,MT,2005,32041,29407,3642,23794,1971,2634,2138,18,301,177
Montana,MT,2006,30550,26986,3380,21659,1947,3564,2950,33,348,233
Montana,MT,2007,31475,27837,3476,22315,2046,3638,3015,27,363,233
Montana,MT,2008,29313,26300,3689,20834,1777,3013,2411,40,358,204
Montana,MT,2009,27624,24826,3686,19528,1612,2798,2181,32,357,228
Montana,MT,2010,28142,25409,3692,20166,1551,2733,2222,25,332,154
Montana,MT,2011,26640,23885,3347,19089,1449,2755,2189,29,366,171
Montana,MT,2012,28706,25970,3894,20387,1689,2736,2139,27,379,191
Montana,MT,2013,28520,25953,4064,20039,1850,2567,1931,22,410,204
Montana,MT,2014,28625,25312,3595,19674,2043,3313,2532,37,541,203
Montana,MT,2015,30711,27100,3838,20844,2418,3611,2818,36,547,210
Montana,MT,2016,31816,27976,3934,21299,2743,3840,2960,36,578,266
Montana,MT,2017,31186,27225,3615,21018,2592,3961,3012,41,613,295
Montana,MT,2018,30492,26518,3257,20465,2796,3974,3120,34,551,269
Montana,MT,2019,27768,23440,2887,18176,2377,4328,3472,27,624,205
Nebraska,NE,2000,70085,64479,10131,49118,5230,5606,3960,63,436,1147
Nebraska,NE,2001,74177,68963,9760,52713,6490,5214,3612,43,431,1128
Nebraska,NE,2002,73606,68178,10329,51440,6409,5428,3557,48,464,1359
Nebraska,NE,2003,70294,65189,10133,48924,6132,5105,3380,56,504,1165
Nebraska,NE,2004,66905,61512,9826,46399,5287,5393,3595,40,620,1138
Nebraska,NE,2005,65400,60348,9408,45359,5581,5052,3387,44,581,1040
Nebraska,NE,2006,64608,59411,9535,44710,5166,5197,3433,51,577,1136
Nebraska,NE,2007,61289,55765,9035,41484,5246,5524,3788,71,550,1115
Nebraska,NE,2008,56920,51350,8731,38394,4225,5570,3603,69,601,1297
Nebraska,NE,2009,54930,49731,8726,37496,3509,5199,3321,41,617,1220
Nebraska,NE,2010,53920,48827,8318,36896,3613,5093,3345,54,674,1020
Nebraska,NE,2011,55566,50894,8725,38060,4109,4672,2912,68,699,993
Nebraska,NE,2012,55932,51118,8735,38236,4147,4814,2920,53,711,1130
Nebraska,NE,2013,53915,49018,8900,35655,4463,4897,2999,57,801,1040
Nebraska,NE,2014,52754,47479,7950,35074,4455,5275,3316,54,862,1043
Nebraska,NE,2015,47707,42495,6422,32072,4001,5212,3283,62,873,994
Nebraska,NE,2016,48713,43163,6444,31994,4725,5550,3561,49,994,946
Nebraska,NE,2017,49536,43663,6472,31988,5203,5873,3671,43,1191,968
Nebraska,NE,2018,45620,40126,5246,30006,4874,5494,3461,44,1233,756
Nebraska,NE,2019,45270,39449,4745,29719,4985,5821,3731,45,1253,792
Nevada,NV,2000,85297,74823,17526,44125,13172,10474,4942,129,860,4543
Nevada,NV,2001,89845,77486,17711,45073,14702,12359,6364,180,883,4932
Nevada,NV,2002,97752,83896,18951,47459,17486,13856,7629,181,928,5118
Nevada,NV,2003,109941,96128,21958,53321,20849,13813,7520,197,871,5225
Nevada,NV,2004,112594,98215,23142,52438,22635,14379,8348,172,954,4905
Nevada,NV,2005,117078,102424,23481,52012,26931,14654,8730,206,1016,4702
Nevada,NV,2006,121025,102338,24902,50429,27007,18687,10331,226,1092,7038
Nevada,NV,2007,116483,97118,24911,49844,22363,19365,11138,193,1096,6938
Nevada,NV,2008,108979,90006,24254,49814,15938,18973,11216,165,1106,6486
Nevada,NV,2009,99615,80976,22115,46463,12398,18639,11431,156,1024,6028
Nevada,NV,2010,92933,75004,22286,42533,10185,17929,11508,158,965,5298
Nevada,NV,2011,85527,70075,20342,40156,9577,15452,10092,139,913,4308
Nevada,NV,2012,94273,77510,22120,45372,10018,16763,10790,124,931,4918
Nevada,NV,2013,96001,79177,23047,46132,9998,16824,10060,163,1418,5183
Nevada,NV,2014,92583,74538,21927,42426,10185,18045,10564,170,1357,5954
Nevada,NV,2015,97255,77137,22360,43426,11351,20118,11965,178,1688,6287
Nevada,NV,2016,95983,76047,18850,44017,13180,19936,11639,224,1733,6340
Nevada,NV,2017,94989,78322,20049,45461,12812,16667,9662,274,1890,4841
Nevada,NV,2018,90405,73985,17743,44338,11904,16420,10027,202,2329,3862
Nevada,NV,2019,86735,71525,15510,44755,11260,15210,9620,143,2161,3286
New Hampshire,NH,2000,30068,27901,4992,20761,2148,2167,1170,22,522,453
New Hampshire,NH,2001,29233,27089,4889,20060,2140,2144,1224,17,458,445
New Hampshire,NH,2002,28306,26250,4838,19468,1944,2056,1185,12,446,413
New Hampshire,NH,2003,28393,26456,4589,19934,1933,1937,1002,17,438,480
New Hampshire,NH,2004,28860,26658,4979,19723,1956,2202,1219,17,466,500
New Hampshire,NH,2005,25792,24031,4192,18493,1346,1761,971,19,406,365
New Hampshire,NH,2006,27845,26060,4395,20179,1486,1785,1042,13,295,435
New Hampshire,NH,2007,28290,26394,5074,19909,1411,1896,1076,12,357,451
New Hampshire,NH,2008,30441,28387,4266,22714,1407,2054,1234,14,385,421
New Hampshire,NH,2009,30915,28790,4915,22748,1127,2125,1261,11,399,454
New Hampshire,NH,2010,31434,29230,5444,22789,997,2204,1330,13,411,450
New Hampshire,NH,2011,35620,32756,6244,25398,1114,2864,1758,16,581,509
New Hampshire,NH,2012,33174,30693,5444,24226,1023,2481,1545,15,449,472
New Hampshire,NH,2013,31889,29040,4936,23164,940,2849,1492,22,686,649
New Hampshire,NH,2014,28643,26041,4162,21022,857,2602,1459,12,594,537
New Hampshire,NH,2015,25881,23229,3467,18871,891,2652,1543,14,627,468
New Hampshire,NH,2016,22831,20194,2963,16360,871,2637,1611,17,582,427
New Hampshire,NH,2017,21223,18555,2574,15066,915,2668,1572,14,663,419
New Hampshire,NH,2018,19284,16935,1847,14219,869,2349,1435,21,534,359
New Hampshire,NH,2019,18516,16442,1717,13832,893,2074,1138,33,590,313
New Jersey,NJ,2000,265935,233637,43924,155562,34151,32298,17099,289,1357,13553
New Jersey,NJ,2001,273645,240551,46812,156031,37708,33094,17370,336,1278,14110
New Jersey,NJ,2002,259967,227715,43899,148061,35755,32252,16593,339,1365,13955
New Jersey,NJ,2003,251838,220350,43457,142287,34606,31488,16452,406,1288,13342
New Jersey,NJ,2004,242256,211313,41030,139977,30306,30943,16144,392,1331,13076
New Jersey,NJ,2005,234310,203391,38980,136728,27683,30919,16079,417,1208,13215
New Jersey,NJ,2006,229370,198820,39384,134687,24749,30550,15562,427,1201,13360
New Jersey,NJ,2007,220882,192338,37234,133145,21959,28544,14564,381,1032,12567
New Jersey,NJ,2008,227478,199127,40402,138545,20180,28351,14152,376,1122,12701
New Jersey,NJ,2009,207865,180752,36945,128303,15504,27113,14114,319,1041,11639
New Jersey,NJ,2010,210097,183042,38732,128754,15556,27055,13885,371,981,11818
New Jersey,NJ,2011,216922,189719,43238,129066,17415,27203,13608,380,1006,12209
New Jersey,NJ,2012,207208,181481,42338,122662,16481,25727,12919,388,1035,11385
New Jersey,NJ,2013,193230,167556,35873,117936,13747,25674,12071,401,1120,12082
New Jersey,NJ,2014,178339,154993,31710,111578,11705,23346,11225,349,1274,10498
New Jersey,NJ,2015,168580,145701,27960,105963,11778,22879,11414,363,1373,9729
New Jersey,NJ,2016,160066,138152,25284,101540,11328,21914,11105,372,1453,8984
New Jersey,NJ,2017,160690,140086,23891,104025,12170,20604,10880,324,1505,7895
New Jersey,NJ,2018,143693,125156,19232,94887,11037,18537,10463,286,1424,6364
New Jersey,NJ,2019,137012,118637,16399,91902,10336,18375,10852,262,1531,5730
New Mexico,NM,2000,100391,86605,21339,57925,7341,13786,10230,135,922,2499
New Mexico,NM,2001,97383,83095,19552,56406,7137,14288,10644,99,850,2695
New Mexico,NM,2002,94196,80477,19634,53406,7437,13719,10334,152,1027,2206
New Mexico,NM,2003,89351,76816,18997,50595,7224,12535,9542,116,940,1937
New Mexico,NM,2004,92976,79895,19924,52069,7902,13081,9811,169,1039,2062
New Mexico,NM,2005,92023,79575,20939,50707,7929,12448,9370,144,1041,1893
New Mexico,NM,2006,88797,76000,20906,45864,9230,12797,9495,134,1073,2095
New Mexico,NM,2007,88479,75168,20823,45442,8903,13311,9777,183,1028,2323
New Mexico,NM,2008,88685,75718,20706,46995,8017,12967,9537,161,1118,2151
New Mexico,NM,2009,87348,74639,21955,46182,6502,12709,9510,198,1069,1932
New Mexico,NM,2010,82923,70776,21023,44503,5250,12147,9432,140,959,1616
New Mexico,NM,2011,85453,73549,21419,46730,5400,11904,9170,158,856,1720
New Mexico,NM,2012,86754,75094,21384,48247,5463,11660,8740,116,957,1847
New Mexico,NM,2013,90038,77256,21476,49875,5905,12782,9382,125,1465,1810
New Mexico,NM,2014,86336,73877,18505,49082,6290,12459,8797,101,1475,2086
New Mexico,NM,2015,90775,77094,17085,51483,8526,13681,9407,117,1672,2485
New Mexico,NM,2016,96550,81931,17281,52907,11743,14619,10217,139,1526,2737
New Mexico,NM,2017,98665,82306,17917,52617,11772,16359,11230,148,1259,3722
New Mexico,NM,2018,89606,71657,16088,45390,10179,17949,13598,167,1354,2830
New Mexico,NM,2019,82719,65269,14610,41702,8957,17450,13640,181,1288,2341
New York,NY,2000,588189,483078,87946,340901,54231,105111,60090,952,3530,40539
New York,NY,2001,556025,458003,80400,329316,48287,98022,56961,960,3546,36555
New York,NY,2002,537121,442091,76700,318025,47366,95030,53583,909,3885,36653
New York,NY,2003,521565,432079,75453,311422,45204,89486,48987,934,3775,35790
New York,NY,2004,507648,422734,70696,311036,41002,84914,46911,889,3608,33506
New York,NY,2005,491829,405990,68034,302220,35736,85839,46150,874,3636,35179
New York,NY,2006,482593,398577,68617,297827,32133,84016,45467,922,3168,34459
New York,NY,2007,463586,383624,64914,290681,28029,79962,45144,805,2928,31085
New York,NY,2008,466145,388599,65544,297962,25093,77546,42125,836,2798,31787
New York,NY,2009,452647,377537,62769,292897,21871,75110,43606,781,2582,28141
New York,NY,2010,456202,379710,65839,293232,20639,76492,44197,868,2797,28630
New York,NY,2011,449300,371837,65227,287361,19249,77463,45538,769,2751,28405
New York,NY,2012,455750,376140,64553,294239,17348,79610,47423,684,2848,28655
New York,NY,2013,435970,358598,56442,286674,15482,77372,46130,648,3353,27241
New York,NY,2014,414680,339282,50781,272765,15736,75398,45303,617,5433,24045
New York,NY,2015,392694,317529,44276,257940,15313,75165,44546,609,6074,23936
New York,NY,2016,379466,305181,39821,250968,14392,74285,45079,630,6260,22316
New York,NY,2017,371354,300555,35002,252143,13410,70799,43819,548,6324,20108
New York,NY,2018,350002,281507,31137,237233,13137,68495,43171,562,6575,18187
New York,NY,2019,336919,267155,27600,226851,12704,69764,44555,558,6583,18068
North Carolina,NC,2000,395972,355921,97888,232767,25266,40051,24715,560,2181,12595
North Carolina,NC,2001,404242,363777,101889,237241,24647,40465,24573,505,2083,13304
North Carolina,NC,2002,392826,353708,99535,229307,24866,39118,24169,548,2196,12205
North Carolina,NC,2003,397903,359660,100687,232081,26892,38243,23369,506,2139,12229
North Carolina,NC,2004,393572,355328,101193,227147,26988,38244,23591,532,2339,11782
North Carolina,NC,2005,394505,353855,104298,221091,28466,40650,25128,585,2302,12635
North Carolina,NC,2006,406637,364549,107333,227114,30102,42088,25586,539,2495,13468
North Carolina,NC,2007,412124,369893,108700,233241,27952,42231,25727,584,2386,13534
North Carolina,NC,2008,415888,372763,111556,234480,26727,43125,25907,599,2296,14323
North Carolina,NC,2009,381653,343707,107830,215923,19954,37946,23326,489,2306,11825
North Carolina,NC,2010,363881,329202,102826,208057,18319,34679,22583,474,2002,9620
North Carolina,NC,2011,371227,337806,105534,215453,16819,33421,21516,498,1959,9448
North Carolina,NC,2012,363058,328594,99323,213151,16120,34464,22609,479,1984,9392
North Carolina,NC,2013,341749,308049,90702,202741,14606,33700,21513,469,2369,9349
North Carolina,NC,2014,318464,285697,79373,192694,13630,32767,21421,510,2420,8416
North Carolina,NC,2015,311035,276183,74841,187907,13435,34852,22826,517,2684,8825
North Carolina,NC,2016,315534,277765,72082,190377,15306,37769,24906,678,2849,9336
North Carolina,NC,2017,298850,261486,64786,180902,15798,37364,24708,591,2715,9350
North Carolina,NC,2018,298189,258979,62290,179057,17632,39210,27526,628,2633,8423
North Carolina,NC,2019,286231,247236,54447,174728,18061,38995,27517,632,3247,7599
North Dakota,ND,2000,14694,14171,2093,11092,986,523,294,4,169,56
North Dakota,ND,2001,15339,14834,2165,11583,1086,505,274,7,164,60
North Dakota,ND,2002,15258,14762,2243,11501,1018,496,270,5,163,58
North Dakota,ND,2003,13872,13364,1959,10327,1078,508,286,9,160,53
North Dakota,ND,2004,13051,12493,2040,9516,937,558,330,8,177,43
North Dakota,ND,2005,13554,12848,2043,9732,1073,706,460,12,180,54
North Dakota,ND,2006,14614,13359,2601,9672,1086,1255,925,14,241,75
North Dakota,ND,2007,14139,12796,2314,9500,982,1343,999,17,252,75
North Dakota,ND,2008,14470,13029,2336,9782,911,1441,1026,11,331,73
North Dakota,ND,2009,14536,12813,2426,9474,913,1723,1308,12,296,107
North Dakota,ND,2010,13558,12010,2000,9137,873,1548,1203,10,245,90
North Dakota,ND,2011,15033,13334,2458,9891,985,1699,1318,24,266,91
North Dakota,ND,2012,15775,14063,2377,10535,1151,1712,1281,28,272,131
North Dakota,ND,2013,17102,15148,2934,10798,1416,1954,1446,16,330,162
North Dakota,ND,2014,17565,15605,2707,11384,1514,1960,1407,22,358,173
North Dakota,ND,2015,17832,16020,2997,11440,1583,1812,1298,21,345,148
North Dakota,ND,2016,19305,17402,3243,12195,1964,1903,1365,15,342,181
North Dakota,ND,2017,18727,16602,2942,11887,1773,2125,1533,10,399,183
North Dakota,ND,2018,17640,15507,2724,11008,1775,2133,1560,18,397,158
North Dakota,ND,2019,17235,15066,2608,10666,1792,2169,1529,24,437,179
Ohio,OH,2000,458874,420939,88636,293277,39026,37935,17636,418,4271,15610
Ohio,OH,2001,475138,435115,96910,295976,42229,40023,17906,452,4466,17199
Ohio,OH,2002,469104,428976,99164,287045,42767,40128,16922,526,4809,17871
Ohio,OH,2003,455668,417483,95083,281383,41017,38185,16104,526,4660,16895
Ohio,OH,2004,458124,419337,96518,282168,40651,38787,16108,506,4744,17429
Ohio,OH,2005,460867,420705,100183,279051,41471,40162,16228,590,4671,18673
Ohio,OH,2006,464825,423334,105639,279718,37977,41491,16743,560,4770,19418
Ohio,OH,2007,438440,397681,99049,264677,33955,40759,17218,529,4661,18351
Ohio,OH,2008,432103,391667,102428,260788,28451,40436,16652,547,4531,18706
Ohio,OH,2009,414751,376446,104009,249777,22660,38305,15989,527,4119,17670
Ohio,OH,2010,413142,376836,107125,248581,21130,36306,15611,479,3730,16486
Ohio,OH,2011,415790,380572,112901,246744,20927,35218,15048,500,3679,15991
Ohio,OH,2012,394478,359883,103421,236950,19512,34595,15207,495,3658,15235
Ohio,OH,2013,371852,338731,91433,227766,19532,33121,14257,455,4041,14368
Ohio,OH,2014,357558,324528,78845,227668,18015,33030,14771,464,5042,12753
Ohio,OH,2015,334423,300525,69303,213993,17229,33898,15695,500,5149,12554
Ohio,OH,2016,334234,299357,66883,212807,19667,34877,16111,654,5589,12523
Ohio,OH,2017,316717,282034,58573,203208,20253,34683,16509,710,5859,11605
Ohio,OH,2018,287219,254496,48186,186401,19909,32723,17674,564,5300,9185
Ohio,OH,2019,274560,240291,43894,177725,18672,34269,19154,538,5731,8846
Oklahoma,OK,2000,157302,140125,31661,96116,12348,17177,12958,182,1422,2615
Oklahoma,OK,2001,159405,141679,34573,94537,12569,17726,13309,185,1486,2746
Oklahoma,OK,2002,165715,148128,35171,100185,12772,17587,12885,163,1573,2966
Oklahoma,OK,2003,168966,151208,34846,103404,12958,17758,12827,206,1501,3224
Oklahoma,OK,2004,167107,149472,35244,101271,12957,17635,12802,186,1557,3090
Oklahoma,OK,2005,161450,143406,35692,93814,13900,18044,13146,187,1481,3230
Oklahoma,OK,2006,147633,129728,34437,81853,13438,17905,13062,210,1488,3145
Oklahoma,OK,2007,146948,128714,34367,80747,13600,18234,13053,224,1565,3392
Oklahoma,OK,2008,145894,126535,35247,80265,11023,19359,13975,215,1471,3698
Oklahoma,OK,2009,150910,132350,38071,83813,10466,18560,13433,234,1535,3358
Oklahoma,OK,2010,147564,129464,37848,81303,10313,18100,13091,195,1469,3345
Oklahoma,OK,2011,144929,127618,36462,80064,11092,17311,12401,212,1410,3288
Oklahoma,OK,2012,147645,129743,35731,82448,11564,17902,12867,216,1588,3231
Oklahoma,OK,2013,143046,126057,33348,81495,11214,16989,11583,195,2180,3031
Oklahoma,OK,2014,131726,115982,29508,75891,10583,15744,10744,175,1777,3048
Oklahoma,OK,2015,129384,112878,28406,74022,10450,16506,11418,234,1849,3005
Oklahoma,OK,2016,134685,117037,29103,75779,12155,17648,12202,245,2039,3162
Oklahoma,OK,2017,131000,113066,28608,72207,12251,17934,12550,242,2142,3000
Oklahoma,OK,2018,131744,113364,26858,73217,13289,18380,13084,206,2299,2791
Oklahoma,OK,2019,129673,112587,26577,72632,13378,17086,12183,266,2268,2369
Oregon,OR,2000,165780,153780,25618,114230,13932,12000,7756,70,1286,2888
Oregon,OR,2001,175174,164524,26648,123034,14842,10650,6643,84,1174,2749
Oregon,OR,2002,171443,161145,25696,118925,16524,10298,6246,72,1238,2742
Oregon,OR,2003,180369,169863,28562,122327,18974,10506,6373,68,1218,2847
Oregon,OR,2004,177199,166475,30072,117868,18535,10724,6600,90,1283,2751
Oregon,OR,2005,170643,160199,27621,113316,19262,10444,6620,80,1266,2478
Oregon,OR,2006,148392,137858,24324,98897,14637,10534,6516,88,1219,2711
Oregon,OR,2007,143788,132773,22979,95157,14637,11015,6799,76,1276,2864
Oregon,OR,2008,135078,125169,21115,92677,11377,9909,5983,87,1183,2656
Oregon,OR,2009,124748,114780,19739,85064,9977,9968,6179,88,1202,2499
Oregon,OR,2010,126305,116657,20035,87494,9128,9648,5892,96,1239,2421
Oregon,OR,2011,131512,121869,20704,92059,9106,9643,6083,84,1239,2237
Oregon,OR,2012,135376,125723,21901,93619,10203,9653,6008,92,1140,2413
Oregon,OR,2013,134721,124737,20769,94106,9862,9984,5610,80,1897,2397
Oregon,OR,2014,123529,114305,17230,87526,9549,9224,5592,81,1458,2093
Oregon,OR,2015,129187,118719,18336,89836,10547,10468,6630,99,1593,2146
Oregon,OR,2016,132175,121345,16866,91286,13193,10830,6718,113,1721,2278
Oregon,OR,2017,135396,123722,17705,88877,17140,11674,7139,104,1999,2432
Oregon,OR,2018,133244,121278,16304,88418,16556,11966,7360,82,1975,2549
Oregon,OR,2019,127165,115170,14724,85261,15185,11995,7825,116,1778,2276
Pennsylvania,PA,2000,367858,316274,54080,225869,36325,51584,29580,602,3247,18155
Pennsylvania,PA,2001,363840,313408,54345,223350,35713,50432,28814,651,3467,17500
Pennsylvania,PA,2002,350446,300868,55610,212441,32817,49578,28060,624,3731,17163
Pennsylvania,PA,2003,349849,300639,53918,213279,33442,49210,27027,647,3556,17980
Pennsylvania,PA,2004,350609,299611,54443,214199,30969,50998,28339,650,3535,18474
Pennsylvania,PA,2005,353205,300444,56134,214916,29394,52761,29205,756,3586,19214
Pennsylvania,PA,2006,359617,304589,57739,217142,29708,55028,29581,741,3611,21095
Pennsylvania,PA,2007,345656,293850,56091,211248,26511,51806,28198,725,3443,19440
Pennsylvania,PA,2008,351338,300294,58687,219115,22492,51044,27981,705,3485,18873
Pennsylvania,PA,2009,325370,277182,54772,204588,17822,48188,26394,664,3626,17504
Pennsylvania,PA,2010,322978,276366,55206,204440,16720,46612,26112,653,3472,16375
Pennsylvania,PA,2011,329631,283442,57966,208604,16872,46189,26046,639,3339,16165
Pennsylvania,PA,2012,320999,276496,56859,204609,15028,44503,24818,685,3327,15673
Pennsylvania,PA,2013,306089,263240,52034,197436,13770,42849,23719,594,3774,14762
Pennsylvania,PA,2014,287180,247016,45720,188256,13040,40164,22189,614,3827,13534
Pennsylvania,PA,2015,272424,232085,39664,180287,12134,40339,22373,658,4305,13003
Pennsylvania,PA,2016,263242,222795,35520,174228,13047,40447,23027,661,4433,12326
Pennsylvania,PA,2017,251340,211220,32057,166178,12985,40120,23387,739,4201,11793
Pennsylvania,PA,2018,230008,190816,27104,150596,13116,39192,24077,784,4483,9848
Pennsylvania,PA,2019,218893,179665,23354,143921,12390,39228,24465,669,4351,9743
Rhode Island,RI,2000,36444,33323,6620,22038,4665,3121,1742,45,412,922
