State,Code,Year,Total Crimes,Total Property Crime Count,Burglary,Larceny,Motor,Total Violent Crime Count,Assault,Murder,Rape,Robbery
Rhode Island,RI,2001,39020,35742,6824,23875,5043,3278,1837,39,416,986
Rhode Island,RI,2002,38393,35342,6415,24051,4876,3051,1699,41,395,916
Rhode Island,RI,2003,35305,32231,5524,22320,4387,3074,1714,25,505,830
Rhode Island,RI,2004,33839,31166,5465,21623,4078,2673,1596,26,320,731
Rhode Island,RI,2005,31997,29287,5319,19567,4401,2710,1577,34,323,776
Rhode Island,RI,2006,30374,27914,5453,18852,3609,2460,1404,27,289,740
Rhode Island,RI,2007,30000,27576,5206,19175,3195,2424,1387,19,258,760
Rhode Island,RI,2008,32551,29895,5766,20926,3203,2656,1463,31,282,880
Rhode Island,RI,2009,30236,27558,5753,19403,2402,2678,1565,32,296,785
Rhode Island,RI,2010,29668,26959,6124,18432,2403,2709,1600,29,298,782
Rhode Island,RI,2011,30562,27976,6836,18765,2375,2586,1503,20,319,744
Rhode Island,RI,2012,29668,27017,5949,18440,2628,2651,1616,34,288,713
Rhode Island,RI,2013,28383,25678,5607,17838,2233,2705,1550,31,440,684
Rhode Island,RI,2014,25248,22935,4823,16279,1833,2313,1398,25,361,529
Rhode Island,RI,2015,22605,20043,3947,14707,1389,2562,1518,29,459,556
Rhode Island,RI,2016,22582,20058,3788,14674,1596,2524,1513,29,442,540
Rhode Island,RI,2017,21021,18561,3217,13861,1483,2460,1521,20,445,474
Rhode Island,RI,2018,19878,17561,2810,13220,1531,2317,1366,16,481,454
Rhode Island,RI,2019,18601,16259,2321,12580,1358,2342,1408,25,491,418
South Carolina,SC,2000,214515,181290,40319,125385,15586,33225,25054,291,1660,6220
South Carolina,SC,2001,219168,186054,42611,126742,16701,33114,25028,330,1769,5987
South Carolina,SC,2002,217569,183808,43745,123196,16867,33761,25730,298,1959,5774
South Carolina,SC,2003,221047,187592,43993,127809,15790,33455,25399,303,1952,5801
South Carolina,SC,2004,223616,190456,43739,130991,15726,33160,25634,286,1772,5468
South Carolina,SC,2005,218196,185606,42741,126489,16376,32590,24757,314,1862,5657
South Carolina,SC,2006,218034,184712,42952,125075,16685,33322,25224,362,1834,5902
South Carolina,SC,2007,223934,189304,45398,126802,17104,34630,26139,364,1773,6354
South Carolina,SC,2008,222696,189950,45964,126316,17670,32746,24158,307,1686,6595
South Carolina,SC,2009,209109,178310,45443,119250,13617,30799,23078,305,1663,5753
South Carolina,SC,2010,209021,181098,46261,121544,13293,27923,21090,265,1551,5017
South Carolina,SC,2011,211137,183243,47351,122255,13637,27894,21265,320,1678,4631
South Carolina,SC,2012,206947,180550,45086,122263,13201,26397,19905,324,1679,4489
South Carolina,SC,2013,197327,173049,40958,119511,12580,24278,17838,297,2171,3972
South Carolina,SC,2014,191269,167217,36721,117594,12902,24052,17676,311,2068,3997
South Carolina,SC,2015,185945,161245,34551,113724,12970,24700,18073,399,2297,3931
South Carolina,SC,2016,185824,160928,32976,114032,13920,24896,18108,366,2387,4035
South Carolina,SC,2017,186007,160575,31306,115012,14257,25432,18668,390,2504,3870
South Carolina,SC,2018,178246,153421,29473,109616,14332,24825,18446,392,2434,3553
South Carolina,SC,2019,177712,151389,27461,108953,14975,26323,20105,464,2460,3294
South Dakota,SD,2000,17511,16252,2896,12558,798,1259,816,7,305,131
South Dakota,SD,2001,17644,16473,3087,12571,815,1171,710,7,351,103
South Dakota,SD,2002,17342,15992,3034,12139,819,1350,861,11,361,117
South Dakota,SD,2003,16653,15324,2878,11572,874,1329,859,10,356,104
South Dakota,SD,2004,16204,14885,3148,10890,847,1319,854,17,336,112
South Dakota,SD,2005,15081,13694,2505,10350,839,1387,847,18,377,145
South Dakota,SD,2006,15883,13812,3024,9954,834,2071,1418,30,465,158
South Dakota,SD,2007,15755,13829,2647,10398,784,1926,1344,31,433,118
South Dakota,SD,2008,16094,13867,2683,10266,918,2227,1494,37,562,134
South Dakota,SD,2009,16155,14378,2621,10891,866,1777,1129,30,501,117
South Dakota,SD,2010,17384,15188,3192,11196,800,2196,1634,23,385,154
South Dakota,SD,2011,17404,15299,2927,11423,949,2105,1415,20,503,167
South Dakota,SD,2012,19850,17168,3258,12845,1065,2682,1914,25,585,158
South Dakota,SD,2013,18851,16177,3372,11867,938,2674,1996,20,499,159
South Dakota,SD,2014,18688,15902,2818,12077,1007,2786,2096,20,470,200
South Dakota,SD,2015,19969,16680,2960,12532,1188,3289,2546,32,495,216
South Dakota,SD,2016,20762,17141,3000,12639,1502,3621,2813,27,509,272
South Dakota,SD,2017,20088,16317,2707,12227,1383,3771,2913,25,595,238
South Dakota,SD,2018,18821,15251,2571,11156,1524,3570,2682,12,614,262
South Dakota,SD,2019,19197,15667,2646,11265,1756,3530,2676,17,642,195
Tennessee,TN,2000,278218,237985,56344,154111,27530,40233,28172,410,2186,9465
Tennessee,TN,2001,295768,252992,59705,165015,28272,42776,29938,423,2196,10219
Tennessee,TN,2002,290961,249399,61248,161610,26541,41562,29439,420,2290,9413
Tennessee,TN,2003,296974,256565,63323,166769,26473,40409,28471,396,2129,9413
Tennessee,TN,2004,296104,254991,60386,169828,24777,41113,29611,357,2282,8863
Tennessee,TN,2005,301197,256093,61508,169357,25228,45104,32470,431,2194,10009
Tennessee,TN,2006,295903,249860,63024,164183,22653,46043,32287,419,2194,11143
Tennessee,TN,2007,298824,252342,61817,168807,21718,46482,32843,405,2201,11033
Tennessee,TN,2008,296002,251089,65093,166793,19203,44913,31619,412,2078,10804
Tennessee,TN,2009,279090,237157,63832,158309,15016,41933,29793,468,2019,9653
Tennessee,TN,2010,271764,232855,64293,153729,14833,38909,28016,359,2173,8361
Tennessee,TN,2011,269795,230900,62830,153928,14142,38895,28338,380,2095,8082
Tennessee,TN,2012,259214,217664,56181,148503,12980,41550,30961,388,2032,8169
Tennessee,TN,2013,244993,206629,50999,143802,11828,38364,28378,328,2351,7307
Tennessee,TN,2014,240295,200447,46642,141206,12599,39848,29681,371,2531,7265
Tennessee,TN,2015,234196,193796,43247,137679,12870,40400,29844,406,2676,7474
Tennessee,TN,2016,231932,189835,40312,134404,15119,42097,31084,486,2714,7813
Tennessee,TN,2017,241243,197488,38716,140248,18524,43755,32432,527,2934,7862
Tennessee,TN,2018,233505,191279,33132,137708,20439,42226,31717,498,2821,7190
Tennessee,TN,2019,221800,181153,29869,132104,19180,40647,31186,498,2813,6150
Texas,TX,2000,1033311,919658,188975,637522,93161,113653,74302,1238,7856,30257
Texas,TX,2001,1098809,976654,204362,669625,102667,122155,77306,1332,8169,35348
Texas,TX,2002,1130292,1004274,212602,688992,102680,126018,78628,1302,8508,37580
Texas,TX,2003,1138981,1016735,219877,698644,98214,122246,75782,1422,8025,37017
Texas,TX,2004,1132256,1010702,220118,696507,94077,121554,75985,1364,8388,35817
Texas,TX,2005,1111384,990293,219828,677042,93423,121091,75383,1407,8511,35790
Texas,TX,2006,1081448,959846,215710,648711,95425,121602,74531,1386,8429,37256
Texas,TX,2007,1107435,985421,228320,663101,94000,122014,73357,1419,8460,38778
Texas,TX,2008,1093450,969865,230046,654435,85384,123585,76421,1370,8055,37739
Texas,TX,2009,1116766,995082,240058,678455,76569,121684,74021,1330,8311,38022
Texas,TX,2010,1064477,951246,228597,654626,68023,113231,71517,1249,7622,32843
Texas,TX,2011,997544,892810,215755,613131,63924,104734,67498,1130,7486,28620
Texas,TX,2012,982535,876059,204810,606253,64996,106476,67239,1144,7711,30382
Texas,TX,2013,969732,861734,190898,605091,65745,107998,65292,1139,9766,31801
Texas,TX,2014,923348,813934,169234,576154,68546,109414,65656,1184,11393,31181
Texas,TX,2015,890966,777739,153054,557200,67485,113227,67727,1316,12250,31934
Texas,TX,2016,889989,768947,148740,551151,69056,121042,72880,1478,13367,33317
Texas,TX,2017,849566,725328,134066,523221,68041,124238,76089,1412,14470,32267
Texas,TX,2018,797357,679430,117911,491702,69817,117927,73656,1322,14693,28256
Texas,TX,2019,814678,693204,113902,501813,77489,121474,76253,1409,14824,28988
United States,None,2000,11608070,10182584,2050992,6971590,1160002,1425486,911706,15586,90178,408016
United States,None,2001,11876669,10437189,2116531,7092267,1228391,1439480,909023,16037,90863,423557
United States,None,2002,11878954,10455277,2151252,7057379,1246646,1423677,891407,16229,95235,420806
United States,None,2003,11826538,10442862,2154834,7026802,1261226,1383676,859030,16528,93883,414235
United States,None,2004,11679474,10319386,2144446,6937089,1237851,1360088,847381,16148,95089,401470
United States,None,2005,11565499,10174754,2155448,6783447,1235859,1390745,862220,16740,94347,417438
United States,None,2006,11454724,10019601,2194993,6626363,1198245,1435123,874096,17309,94472,449246
United States,None,2007,11305182,9882212,2190198,6591542,1100472,1422970,866358,17128,92160,447324
United States,None,2008,11168613,9774152,2228887,6586206,959059,1394461,843683,16465,90750,443563
United States,None,2009,10662956,9337060,2203313,6338095,795652,1325896,812514,15399,89241,408742
United States,None,2010,10363873,9112625,2168459,6204601,739565,1251248,781844,14722,85593,369089
United States,None,2011,10258774,9052743,2185140,6151095,716508,1206031,752423,14661,84175,354772
United States,None,2012,10189902,8975438,2103787,6150598,721053,1214464,760739,14827,84376,354522
United States,None,2013,9824500,8632512,1928465,6004453,699594,1191988,724149,14196,108612,345031
United States,None,2014,9475816,8277829,1729806,5858496,689527,1197987,741291,14249,116645,325802
United States,None,2015,9225197,7993631,1579527,5706346,707758,1231566,764449,15696,124047,327374
United States,None,2016,9202093,7919035,1515096,5638455,765484,1283058,803007,17250,130603,332198
United States,None,2017,8977306,7694086,1401840,5519107,773139,1283220,810825,17284,135755,319356
United States,None,2018,8441110,7196045,1230149,5217055,748841,1245065,807410,16214,139380,282061
United States,None,2019,8171087,6925677,1117696,5086096,721885,1245410,821182,16425,139815,267988
Utah,UT,2000,99958,94247,14348,73438,6461,5711,3563,43,863,1242
Utah,UT,2001,96307,90993,13804,70676,6513,5314,3154,67,896,1197
Utah,UT,2002,103129,97641,15124,74795,7722,5488,3358,47,943,1140
Utah,UT,2003,105973,100084,16961,75321,7802,5889,3652,60,919,1258
Utah,UT,2004,103409,97762,15225,74889,7648,5647,3398,46,967,1236
Utah,UT,2005,101158,95546,14971,72082,8493,5612,3541,56,920,1095
Utah,UT,2006,95343,89572,14721,66480,8371,5771,3587,51,891,1242
Utah,UT,2007,99429,93082,15594,68573,8915,6347,3928,59,935,1425
Utah,UT,2008,98538,92373,14766,70299,7308,6165,3788,41,915,1421
Utah,UT,2009,97749,91751,15258,69556,6937,5998,3714,39,941,1304
Utah,UT,2010,94241,88316,15095,67242,5979,5925,3620,53,983,1269
Utah,UT,2011,89631,84084,13170,64727,6187,5547,3517,50,901,1079
Utah,UT,2012,91300,85424,12943,66482,5999,5876,3783,50,943,1100
Utah,UT,2013,92084,85586,13333,64788,7465,6498,3784,49,1422,1243
Utah,UT,2014,91057,84711,11518,65895,7298,6346,3513,67,1454,1312
Utah,UT,2015,96349,89278,12468,68103,8707,7071,4046,54,1645,1326
Utah,UT,2016,97465,90058,12836,67834,9388,7407,4274,72,1520,1541
Utah,UT,2017,93648,86238,11817,64892,9529,7410,4172,73,1697,1468
Utah,UT,2018,82524,75156,9968,57460,7728,7368,4319,60,1753,1236
Utah,UT,2019,77099,69546,8871,53937,6738,7553,4534,72,1822,1125
Vermont,VT,2000,18185,17494,3501,13184,809,691,425,9,140,117
Vermont,VT,2001,16978,16334,3150,12426,758,644,423,7,107,107
Vermont,VT,2002,15600,14942,3489,10684,769,658,442,13,126,77
Vermont,VT,2003,14510,13803,3017,10132,654,707,504,15,126,62
Vermont,VT,2004,15272,14559,3435,10537,587,713,459,16,160,78
Vermont,VT,2005,15531,14749,3185,10894,670,782,545,8,153,76
Vermont,VT,2006,15825,14920,3443,10857,620,905,604,14,173,114
Vermont,VT,2007,15504,14702,3200,10853,649,802,582,13,128,79
Vermont,VT,2008,16757,15903,3515,11802,586,854,611,17,133,93
Vermont,VT,2009,15847,15010,3471,11090,449,837,586,8,132,111
Vermont,VT,2010,14980,14160,3348,10373,439,820,596,7,141,76
Vermont,VT,2011,16011,15086,3838,10720,528,925,669,11,146,99
Vermont,VT,2012,15909,15016,3965,10616,435,893,652,8,121,112
Vermont,VT,2013,14634,13875,3313,10228,334,759,546,10,130,73
Vermont,VT,2014,10173,9551,2034,7273,244,622,432,10,110,70
Vermont,VT,2015,9545,8806,1968,6660,178,739,492,10,136,101
Vermont,VT,2016,11591,10602,2103,8217,282,989,691,14,178,106
Vermont,VT,2017,9994,8960,1854,6912,194,1034,710,14,218,92
Vermont,VT,2018,9113,8036,1467,6316,253,1077,710,10,287,70
Vermont,VT,2019,10150,8888,1275,7315,298,1262,902,11,278,71
Virginia,VA,2000,214348,194405,30434,146158,17813,19943,11631,401,1616,6295
Virginia,VA,2001,228445,207506,31604,157060,18842,20939,11945,364,1770,6860
Virginia,VA,2002,229039,207783,31757,157548,18478,21256,12068,388,1839,6961
Virginia,VA,2003,220939,200449,29105,153367,17977,20490,11554,416,1807,6713
Virginia,VA,2004,220976,200368,28759,154154,17455,20608,11503,390,1816,6899
Virginia,VA,2005,221838,200404,29829,154584,15991,21434,11718,458,1763,7495
Virginia,VA,2006,211940,190257,32166,143292,14799,21683,11672,403,1829,7779
Virginia,VA,2007,212798,191763,32028,145634,14101,21035,11131,415,1793,7696
Virginia,VA,2008,216757,196726,32188,151191,13347,20031,10397,370,1794,7470
Virginia,VA,2009,212215,194020,31956,150374,11690,18195,9911,370,1572,6342
Virginia,VA,2010,204587,187403,30804,145990,10609,17184,9550,376,1580,5678
Virginia,VA,2011,198916,182902,30656,142476,9770,16014,8694,304,1591,5425
Virginia,VA,2012,192549,176985,29511,138398,9076,15564,9092,314,1452,4706
Virginia,VA,2013,186859,170654,26640,135478,8536,16205,9062,316,2262,4565
Virginia,VA,2014,177060,160720,23122,129933,7665,16340,9400,338,2310,4292
Virginia,VA,2015,172869,156470,21340,127019,8111,16399,9235,383,2340,4441
Virginia,VA,2016,174714,156412,20018,126606,9788,18302,10278,484,2737,4803
Virginia,VA,2017,169487,151855,18468,123215,10172,17632,9985,453,2862,4332
Virginia,VA,2018,158917,141885,15574,115533,10778,17032,10113,391,2924,3604
Virginia,VA,2019,157966,140213,13900,116044,10269,17753,10987,426,2816,3524
Washington,WA,2000,300932,279144,53476,190650,35018,21788,13043,196,2737,5812
Washington,WA,2001,308492,287234,53024,195133,39077,21258,12545,179,2600,5934
Washington,WA,2002,309931,288967,54948,193526,40493,20964,12249,184,2734,5797
Washington,WA,2003,312814,291542,58271,192653,40618,21272,12509,182,2863,5718
Washington,WA,2004,322167,300837,60632,196972,43233,21330,12417,190,2857,5866
Washington,WA,2005,329406,307661,60343,198031,49287,21745,12941,205,2811,5788
Washington,WA,2006,310759,288456,58843,183179,46434,22303,12934,197,2748,6424
Washington,WA,2007,283544,261776,52874,170782,38120,21768,12862,174,2653,6079
Washington,WA,2008,271171,249283,53136,167013,29134,21888,12623,193,2653,6419
Washington,WA,2009,267627,245215,53047,168421,23747,22412,12928,190,2583,6711
Washington,WA,2010,270564,249426,55192,168490,25744,21138,12476,154,2579,5929
Washington,WA,2011,264361,244209,56561,162828,24820,20152,12042,163,2320,5627
Washington,WA,2012,272719,252333,60725,165206,26402,20386,12242,206,2193,5745
Washington,WA,2013,278815,258662,58353,171910,28399,20153,11601,160,2573,5819
Washington,WA,2014,281842,261706,55290,175769,30647,20136,11627,174,2695,5640
Washington,WA,2015,268763,248369,50993,170509,26867,20394,12029,211,2705,5449
Washington,WA,2016,276676,254653,49180,173187,32286,22023,13100,195,3077,5651
Washington,WA,2017,257575,235027,43720,162511,28796,22548,13673,230,3255,5390
Washington,WA,2018,245483,222011,40201,154133,27677,23472,14251,236,3413,5572
Washington,WA,2019,226601,204224,34540,145282,24402,22377,13700,198,3332,5147
West Virginia,WV,2000,47067,41344,9890,28139,3315,5723,4597,46,331,749
West Virginia,WV,2001,46120,41085,9601,28268,3216,5035,3968,40,320,707
West Virginia,WV,2002,45320,41099,9677,27524,3898,4221,3179,57,328,657
West Virginia,WV,2003,46997,42370,10498,28409,3463,4627,3542,73,311,701
West Virginia,WV,2004,51436,46326,10994,31566,3766,5110,3922,68,346,774
West Virginia,WV,2005,52725,47757,11334,32603,3820,4968,3735,82,335,816
West Virginia,WV,2006,53054,47941,11579,32305,4057,5113,3776,80,404,853
West Virginia,WV,2007,50636,45620,10822,31321,3477,5016,3716,65,388,847
West Virginia,WV,2008,50977,45971,10840,31967,3164,5006,3654,67,389,896
West Virginia,WV,2009,51769,46215,12005,31453,2757,5554,4086,84,470,914
West Virginia,WV,2010,46887,41301,10778,28104,2419,5586,4390,58,362,776
West Virginia,WV,2011,44506,39009,10245,26656,2108,5497,4236,87,372,802
West Virginia,WV,2012,49747,43878,11291,30378,2209,5869,4538,72,421,838
West Virginia,WV,2013,44581,39013,9674,27423,1916,5568,4203,61,653,651
West Virginia,WV,2014,43236,37648,8973,26779,1896,5588,4358,74,505,651
West Virginia,WV,2015,43482,37251,9170,25842,2239,6231,4729,70,672,760
West Virginia,WV,2016,44044,37487,9301,25677,2509,6557,5099,81,657,720
West Virginia,WV,2017,39998,33630,7628,23000,3002,6368,4964,85,795,524
West Virginia,WV,2018,32063,26827,5354,18954,2519,5236,3945,67,652,572
West Virginia,WV,2019,34050,28376,5891,20066,2419,5674,4464,78,754,378
Wisconsin,WI,2000,172124,159424,25183,119605,14636,12700,6829,169,1165,4537
Wisconsin,WI,2001,179410,166924,26927,125275,14722,12486,6708,192,1142,4444
Wisconsin,WI,2002,176987,164749,27926,123365,13458,12238,6134,154,1237,4713
Wisconsin,WI,2003,169788,157684,26546,118775,12363,12104,6322,183,1202,4397
Wisconsin,WI,2004,158258,146710,23854,111482,11374,11548,6191,154,1136,4067
Wisconsin,WI,2005,160923,147556,24448,110531,12577,13367,7471,206,1135,4555
Wisconsin,WI,2006,172647,156748,27038,115682,14028,15899,8937,165,1233,5564
Wisconsin,WI,2007,175635,159305,27890,117957,13458,16330,9438,185,1227,5480
Wisconsin,WI,2008,170963,155456,27459,116456,11541,15507,9070,146,1128,5163
Wisconsin,WI,2009,162342,147692,26813,111947,8932,14650,8482,146,1118,4904
Wisconsin,WI,2010,156948,142781,26636,107993,8152,14167,8305,155,1191,4516
Wisconsin,WI,2011,154180,139912,27167,104472,8273,14268,8340,138,1190,4600
Wisconsin,WI,2012,156577,140513,27945,104352,8216,16064,10050,173,1219,4622
Wisconsin,WI,2013,141649,125688,24347,93953,7388,15961,9278,162,1687,4834
Wisconsin,WI,2014,136952,120238,21216,89103,9919,16714,9809,165,1674,5066
Wisconsin,WI,2015,131571,113924,19554,83385,10985,17647,10395,240,1780,5232
Wisconsin,WI,2016,129399,111720,19425,82337,9958,17679,10765,229,1979,4706
Wisconsin,WI,2017,123341,104802,17599,77735,9468,18539,11869,186,2139,4345
Wisconsin,WI,2018,107862,90686,14099,67953,8634,17176,11263,176,2248,3489
Wisconsin,WI,2019,102742,85672,12667,65620,7385,17070,11643,175,2261,2991
Wyoming,WY,2000,16285,14969,2078,12318,573,1316,1074,12,160,70
Wyoming,WY,2001,17392,16120,2481,12943,696,1272,1026,9,153,84
Wyoming,WY,2002,17858,16494,2448,13303,743,1364,1108,15,148,93
Wyoming,WY,2003,17962,16648,2611,13239,798,1314,1080,14,136,84
Wyoming,WY,2004,18052,16889,2738,13352,799,1163,973,11,112,67
Wyoming,WY,2005,17242,16070,2426,12905,739,1172,958,14,122,78
Wyoming,WY,2006,16688,15381,2322,12255,804,1307,1071,13,151,72
Wyoming,WY,2007,16397,15053,2365,11875,813,1344,1067,21,172,84
Wyoming,WY,2008,15845,14515,2198,11584,733,1330,1046,12,185,87
Wyoming,WY,2009,15439,14243,2176,11310,757,1196,935,11,172,78
Wyoming,WY,2010,14986,13869,2151,11126,592,1117,870,8,162,77
Wyoming,WY,2011,14123,12878,1864,10493,521,1245,1010,18,146,71
Wyoming,WY,2012,14383,13222,2125,10513,584,1161,932,14,154,61
Wyoming,WY,2013,14004,12809,1955,10276,578,1195,916,17,187,75
Wyoming,WY,2014,12619,11477,1689,9185,603,1142,899,16,174,53
Wyoming,WY,2015,12453,11151,1762,8797,592,1302,1054,16,173,59
Wyoming,WY,2016,12890,11460,1771,8889,800,1430,1146,20,205,59
Wyoming,WY,2017,11980,10604,1593,8232,779,1376,1022,15,263,76
Wyoming,WY,2018,11539,10313,1525,7949,839,1226,870,13,243,100
Wyoming,WY,2019,10351,9093,1396,6984,713,1258,854,13,324,67
